;avgGS;lat;long;maxGS;minGS;numGS;stdDevGS;Country_Code;Avis;Date
724;2.4000000000000004;32.427908;53.688046;7.0;1.0;9;1.8708286933869707;IRN;pos;2017-04-28
550;-3.875;44.016521;21.005859;-2.0;-6.5;12;2.218529918662356;SRB;neg;2017-04-28
2684;0.0;25.354826;51.183884;0.0;0.0;1;0.0;QAT;pos;2017-04-28
40;3.5543478260869565;37.09024;-95.712891;10.0;0.0;138;2.8520300312771725;USA;pos;2017-04-28
2712;0.0;9.145;40.489673;0.0;0.0;1;0.0;ETH;pos;2017-04-28
2216;2.8;9.081999;8.675277;2.8;2.8;2;0.0;NGA;pos;2017-04-28
102;-4.645070422535212;46.227638;2.213749;-0.4;-10.0;71;3.0980588530582343;FRA;neg;2017-04-28
521;3.3923076923076922;-25.274398;133.775136;7.0;0.0;13;1.8963371732253242;AUS;pos;2017-04-28
2064;0.4;23.69781;120.960515;0.4;0.4;2;0.0;TWN;pos;2017-04-28
2868;2.8;-21.5;165.5;2.8;2.8;1;0.0;SEA;pos;2017-04-28
699;4.699999999999999;51.919438;19.145136;8.0;1.9;9;2.4110855093366834;POL;pos;2017-04-28
420;2.9647058823529413;40.463667;-3.74922;8.0;0.0;17;2.627219773263025;ESP;pos;2017-04-28
1131;2.04;12.879721;121.774017;3.0;0.4;5;1.1128342194594845;PHL;pos;2017-04-28
1146;8.0;48.669026;19.699024;8.0;8.0;5;0.0;SVK;pos;2017-04-28
489;4.478571428571429;35.86166;104.195397;8.0;1.0;14;3.0062265315813566;CHN;pos;2017-04-28
1145;-9.8;50.503887;4.469936;-9.5;-10.0;5;0.2449489742783179;BEL;neg;2017-04-28
1134;2.86;20.593684;78.96288;4.0;1.9;5;0.6681317235396026;IND;pos;2017-04-28
2704;8.0;41.377491;64.585262;8.0;8.0;1;0.0;UZB;pos;2017-04-28
422;-6.4941176470588236;55.378051;-3.435973;-0.4;-10.0;17;3.5387719020013795;GBR;neg;2017-04-28
559;2.35;31.046051;34.851612;3.4;1.0;12;0.9124143795447329;ISR;pos;2017-04-28
2076;2.8;28.033886;1.659626;2.8;2.8;2;0.0;DZA;pos;2017-04-28
2844;7.0;33.854721;35.862285;7.0;7.0;1;0.0;LBN;pos;2017-04-28
1729;8.0;56.879635;24.603189;8.0;8.0;3;0.0;LVA;pos;2017-04-28
1141;-8.0;23.634501;-102.552784;-5.0;-10.0;5;2.449489742783178;MEX;neg;2017-04-28
2888;1.9;13.794185;-88.89653;1.9;1.9;1;0.0;SLV;pos;2017-04-28
435;-4.5;34.802075;38.996815;-2.0;-10.0;16;3.7080992435478315;SYR;neg;2017-04-28
1757;2.1999999999999997;37.556400000000004;-59.00670133333333;2.8;1.0;3;0.8485281374238569;NMR;pos;2017-04-28
2806;-2.0;3.202778;73.22068;-2.0;-2.0;1;0.0;MDV;neg;2017-04-28
1187;2.98;-40.900557;174.885971;3.5;1.0;5;0.9907572861200667;NZL;pos;2017-04-28
1607;0.6333333333333333;23.885942;45.079162;1.9;0.0;3;0.8956685895029601;SAU;pos;2017-04-28
2239;2.8;9.748917;-83.753428;2.8;2.8;2;0.0;CRI;pos;2017-04-28
2317;-2.0;-25.274398;133.775136;-2.0;-2.0;2;0.0;AUS;neg;2017-04-28
1589;8.0;55.169438;23.881275;8.0;8.0;3;0.0;LTU;pos;2017-04-28
1222;4.34;50.503887;4.469936;8.0;1.9;5;2.9883774861954775;BEL;pos;2017-04-28
2311;2.8;31.952162;35.233154;2.8;2.8;2;0.0;PSE;pos;2017-04-28
2858;1.0;-35.675147;-71.542969;1.0;1.0;1;0.0;CHL;pos;2017-04-28
728;3.8666666666666663;38.963745;35.243322;8.0;0.4;9;3.193048003954146;TUR;pos;2017-04-28
1159;-7.040000000000001;40.463667;-3.74922;-4.0;-10.0;5;2.6844738776900026;ESP;neg;2017-04-28
2083;4.0;-19.5;-15.5;7.0;1.0;2;3.0;AFR;pos;2017-04-28
2305;1.0;30.375321;69.345116;1.0;1.0;2;0.0;PAK;pos;2017-04-28
2810;-2.0;36.204824;138.252924;-2.0;-2.0;1;0.0;JPN;neg;2017-04-28
1468;-2.0;51.919438;19.145136;-2.0;-2.0;4;0.0;POL;neg;2017-04-28
2911;-7.2;40.339852;127.510093;-7.2;-7.2;1;0.0;PRK;neg;2017-04-28
2823;8.0;58.595272;25.013607;8.0;8.0;1;0.0;EST;pos;2017-04-28
2223;0.2;23.684994;90.356331;0.4;0.0;2;0.2;BGD;pos;2017-04-28
56;2.9008547008547008;46.227638;2.213749;8.0;0.0;117;1.9707907964833666;FRA;pos;2017-04-28
783;-2.55;46.38135;3.54562875;-2.0;-4.4;8;0.957862203033401;EUR;neg;2017-04-28
2285;-4.0;52.132633;5.291266;-4.0;-4.0;2;0.0;NLD;neg;2017-04-28
2682;2.8;25.03428;-77.39628;2.8;2.8;1;0.0;BHS;pos;2017-04-28
1142;1.3599999999999999;36.204824;138.252924;1.9;1.0;5;0.44090815370097197;JPN;pos;2017-04-28
2680;3.4;53.41291;-8.24389;3.4;3.4;1;0.0;IRL;pos;2017-04-28
2755;7.0;1.352083;103.819836;7.0;7.0;1;0.0;SGP;pos;2017-04-28
2847;4.0;-40.900557;174.885971;4.0;4.0;1;0.0;NZL;pos;2017-04-29
1588;-8.0;15.870032;100.992541;-4.0;-10.0;3;2.8284271247461903;THA;neg;2017-04-29
1767;3.1333333333333333;31.791702;-7.09262;3.4;3.0;3;0.18856180831641264;MAR;pos;2017-04-29
1032;-7.0;14.058324;108.277199;-4.0;-10.0;6;3.0;VNM;neg;2017-04-29
913;3.6571428571428575;29.31166;47.481766;4.0;3.4;7;0.2969229955832362;KWT;pos;2017-04-29
2238;4.0;48.5;5.5;4.0;4.0;2;0.0;WST;pos;2017-04-29
2958;-6.5;-14.235004;-51.92528;-6.5;-6.5;1;0.0;BRA;neg;2017-04-29
911;-7.428571428571429;55.378051;-3.435973;-2.0;-10.0;7;3.1102201510110343;GBR;neg;2017-04-29
700;2.1888888888888887;-25.274398;133.775136;2.8;0.0;9;0.8761588446096142;AUS;pos;2017-04-29
2098;-2.0;12.879721;121.774017;-2.0;-2.0;2;0.0;PHL;neg;2017-04-29
1037;3.1;40.339852;127.510093;4.0;2.8;6;0.4123105625617661;PRK;pos;2017-04-29
2962;3.4;12.879721;121.774017;3.4;3.4;1;0.0;PHL;pos;2017-04-29
2212;3.0;49.815273;6.129583;3.0;3.0;2;0.0;LUX;pos;2017-04-29
2325;7.0;47.516231;14.550072;7.0;7.0;2;0.0;AUT;pos;2017-04-29
282;3.208;51.165691;10.451526;8.0;0.0;25;2.5342328227690523;DEU;pos;2017-04-29
989;1.3999999999999997;51.919438;19.145136;2.8;0.0;6;1.3999999999999997;POL;pos;2017-04-29
2820;-4.0;18.971187;-72.285215;-4.0;-4.0;1;0.0;HTI;neg;2017-04-29
3003;-5.0;56.26392;9.501785;-5.0;-5.0;1;0.0;DNK;neg;2017-04-29
545;-4.816666666666666;28.033886;1.659626;-0.4;-10.0;12;3.7462944654981705;DZA;neg;2017-04-29
3004;-5.0;60.472024;8.468946;-5.0;-5.0;1;0.0;NOR;neg;2017-04-29
1657;0.0;49.817492;15.472962;0.0;0.0;3;0.0;CZE;pos;2017-04-29
2231;0.95;33.886917;9.537499;1.9;0.0;2;0.95;TUN;pos;2017-04-29
2395;-2.0;7.873054;80.771797;-2.0;-2.0;2;0.0;LKA;neg;2017-04-29
1215;2.84;23.684994;90.356331;3.0;2.8;5;0.08000000000000011;BGD;pos;2017-04-29
547;-3.65;44.984716666666664;-3.0457308333333324;-0.4;-10.0;12;3.063902739970706;EUR;neg;2017-04-29
659;3.5200000000000005;53.41291;-8.24389;4.0;2.8;10;0.5878775382679629;IRL;pos;2017-04-29
1211;1.9;-1.940278;29.873888;1.9;1.9;5;0.0;RWA;pos;2017-04-29
244;4.8;55.378051;-3.435973;8.0;0.0;30;2.6323626903094746;GBR;pos;2017-04-29
2992;3.0;23.424076;53.847818;3.0;3.0;1;0.0;ARE;pos;2017-04-29
1210;2.7399999999999998;50.503887;4.469936;3.4;1.9;5;0.48;BEL;pos;2017-04-29
2074;2.8;41.153332;20.168331;2.8;2.8;2;0.0;ALB;pos;2017-04-29
2073;-2.0;51.919438;19.145136;-2.0;-2.0;2;0.0;POL;neg;2017-04-29
2986;-2.0;33.886917;9.537499;-2.0;-2.0;1;0.0;TUN;neg;2017-04-29
1201;3.16;9.081999;8.675277;7.0;1.0;5;2.199636333578803;NGA;pos;2017-04-29
584;2.963636363636364;14.058324;108.277199;7.0;0.4;11;2.3320972719743946;VNM;pos;2017-04-29
2120;4.45;40.463667;-3.74922;7.0;1.9;2;2.5500000000000003;ESP;pos;2017-04-29
1638;2.7999999999999994;53.709807;27.953389;2.8;2.8;3;0.0;BLR;pos;2017-04-29
2062;1.9;44.016521;21.005859;1.9;1.9;2;0.0;SRB;pos;2017-04-29
2860;1.9;15.870032;100.992541;1.9;1.9;1;0.0;THA;pos;2017-04-29
1198;-3.6;51.165691;10.451526;-2.0;-5.0;5;1.3564659966250538;DEU;neg;2017-04-29
192;-4.123684210526315;46.227638;2.213749;-0.4;-10.0;38;2.0872336527877366;FRA;neg;2017-04-29
1197;4.0;46.818188;8.227512;6.0;3.0;5;1.0954451150103321;CHE;pos;2017-04-29
191;-5.528947368421052;37.09024;-95.712891;-0.3;-10.0;38;3.420826915630722;USA;neg;2017-04-29
2980;-10.0;53.41291;-8.24389;-10.0;-10.0;1;0.0;IRL;neg;2017-04-29
2974;3.0;19.0;33.2;3.0;3.0;1;0.0;SSD;pos;2017-04-29
272;2.5846153846153848;49.660834615384616;3.4752703846153845;5.0;0.0;26;1.5791166731611763;EUR;pos;2017-04-29
2954;-2.0;41.87194;12.56738;-2.0;-2.0;1;0.0;ITA;neg;2017-04-29
2937;5.2;35.937496;14.375416;5.2;5.2;1;0.0;MLT;pos;2017-04-29
2298;0.0;33.854721;35.862285;0.0;0.0;2;0.0;LBN;pos;2017-04-29
2934;-2.0;3.202778;73.22068;-2.0;-2.0;1;0.0;MDV;neg;2017-04-29
2364;0.2;33.223191;43.679291;0.4;0.0;2;0.2;IRQ;pos;2017-04-29
349;3.28;28.033886;1.659626;7.0;1.0;20;1.6418282492392435;DZA;pos;2017-04-29
1789;2.7999999999999994;48.019573;66.923684;2.8;2.8;3;0.0;KAZ;pos;2017-04-29
2933;1.9;48.8667;2.33333;1.9;1.9;1;0.0;AFR;pos;2017-04-29
2144;-5.0;-32.522779;-55.765835;-5.0;-5.0;2;0.0;URY;neg;2017-04-29
564;1.4666666666666668;41.87194;12.56738;5.0;0.0;12;1.794126218773052;ITA;pos;2017-04-29
2359;-9.5;33.93911;67.709953;-9.5;-9.5;2;0.0;AFG;neg;2017-04-29
1425;-7.45;36.204824;138.252924;-5.0;-9.5;4;2.0694202086574878;JPN;neg;2017-04-29
2353;-9.0;61.52401;105.318756;-9.0;-9.0;2;0.0;RUS;neg;2017-04-29
1427;-4.75;9.081999;8.675277;-4.0;-5.0;4;0.4330127018922193;NGA;neg;2017-04-29
2351;2.8;31.952162;35.233154;2.8;2.8;2;0.0;PSE;pos;2017-04-29
2350;-9.0;31.046051;34.851612;-9.0;-9.0;2;0.0;ISR;neg;2017-04-29
565;-4.208333333333333;38.963745;35.243322;-2.0;-9.5;12;2.0560716319125545;TUR;neg;2017-04-29
2642;2.8;-1.831239;-78.183406;2.8;2.8;1;0.0;ECU;pos;2017-04-29
2332;4.0;26.820553;30.802498;4.0;4.0;2;0.0;EGY;pos;2017-04-29
2932;5.0;34.802075;38.996815;5.0;5.0;1;0.0;SYR;pos;2017-04-29
389;3.5157894736842104;61.52401;105.318756;8.0;0.0;19;2.8671025458309383;RUS;pos;2017-04-29
2929;-0.3;32.427908;53.688046;-0.3;-0.3;1;0.0;IRN;neg;2017-04-29
2106;-9.0;9.748917;-83.753428;-9.0;-9.0;2;0.0;CRI;neg;2017-04-29
2915;-5.0;23.424076;53.847818;-5.0;-5.0;1;0.0;ARE;neg;2017-04-29
796;3.2125;32.427908;53.688046;4.0;1.0;8;1.1117975310280197;IRN;pos;2017-04-29
2309;0.0;52.132633;5.291266;0.0;0.0;2;0.0;NLD;pos;2017-04-29
2294;-9.75;56.130366;-106.346771;-9.5;-10.0;2;0.25;CAN;neg;2017-04-29
340;4.504761904761905;35.86166;104.195397;8.0;1.0;21;2.7976990870009404;CHN;pos;2017-04-29
852;-4.257142857142857;35.86166;104.195397;-2.0;-5.8;7;1.452935101153271;CHN;neg;2017-04-29
2867;7.0;30.585164;36.238414;7.0;7.0;1;0.0;JOR;pos;2017-04-29
454;3.52;36.204824;138.252924;7.4;1.0;15;1.9343215865000318;JPN;pos;2017-04-29
87;4.1950617283950615;37.09024;-95.712891;10.0;0.0;81;3.06202955508101;USA;pos;2017-04-29
1466;4.65;39.399872;-8.224454;7.4;1.9;4;2.75;PRT;pos;2017-04-29
1327;1.9;33.93911;67.709953;1.9;1.9;4;0.0;AFG;pos;2017-04-29
879;-6.971428571428571;40.339852;127.510093;-5.0;-10.0;7;1.5654431464917398;PRK;neg;2017-04-29
333;-4.714285714285714;50.503887;4.469936;-2.0;-5.0;21;0.8806305718527108;BEL;neg;2017-04-29
2324;0.0;-0.789275;113.921327;0.0;0.0;2;0.0;IDN;pos;2017-04-29
1162;3.5799999999999996;20.593684;78.96288;4.0;1.9;5;0.8400000000000001;IND;pos;2017-04-29
881;0.4857142857142857;22.071428571428573;109.95242857142857;3.4;0.0;7;1.1897521607804007;SEA;pos;2017-04-29
2773;-9.5;31.791702;-7.09262;-9.5;-9.5;1;0.0;MAR;neg;2017-04-29
557;2.2333333333333334;31.046051;34.851612;4.0;0.0;12;1.4579285152419361;ISR;pos;2017-04-29
876;3.585714285714286;35.907757;127.766922;7.0;1.9;7;1.4778638748724664;KOR;pos;2017-04-29
1144;1.94;56.130366;-106.346771;4.0;0.0;5;1.5818975946628153;CAN;pos;2017-04-29
1761;2.7999999999999994;15.179384;39.782334;2.8;2.8;3;0.0;ERI;pos;2017-04-30
1798;-2.0;-25.274398;133.775136;-2.0;-2.0;3;0.0;AUS;neg;2017-04-30
1151;-3.8;35.86166;104.195397;-2.0;-5.0;5;1.469693845669907;CHN;neg;2017-04-30
1795;2.1999999999999997;60.128161;18.643501;2.8;1.0;3;0.8485281374238569;SWE;pos;2017-04-30
2314;2.8;8.460555;-11.779889;2.8;2.8;2;0.0;SLE;pos;2017-04-30
219;-4.644117647058824;46.227638;2.213749;-0.4;-10.0;34;3.135488626567738;FRA;neg;2017-04-30
3096;6.0;26.820553;30.802498;6.0;6.0;1;0.0;EGY;pos;2017-04-30
1217;0.6;34.802075;38.996815;1.0;0.0;5;0.4898979485566356;SYR;pos;2017-04-30
2308;-0.3;35.937496;14.375416;-0.3;-0.3;2;0.0;MLT;neg;2017-04-30
2197;-9.5;17.570692;-3.996166;-9.5;-9.5;2;0.0;MLI;neg;2017-04-30
1764;2.7999999999999994;9.145;40.489673;2.8;2.8;3;0.0;ETH;pos;2017-04-30
1659;1.2666666666666666;41.902916;12.453389;1.9;0.0;3;0.8956685895029601;VAT;pos;2017-04-30
79;2.3844444444444446;46.227638;2.213749;8.3;0.0;90;1.811194272119373;FRA;pos;2017-04-30
1792;3.1999999999999997;23.424076;53.847818;4.0;2.8;3;0.5656854249492381;ARE;pos;2017-04-30
994;3.9333333333333336;28.033886;1.659626;6.0;0.0;6;2.26764684689266;DZA;pos;2017-04-30
2186;-9.75;56.130366;-106.346771;-9.5;-10.0;2;0.25;CAN;neg;2017-04-30
2369;-7.2;48.7315;0.02104000000000017;-7.2;-7.2;2;0.0;WST;neg;2017-04-30
1179;-2.0;15.870032;100.992541;-2.0;-2.0;5;0.0;THA;neg;2017-04-30
1802;-6.8;51.165691;10.451526;-0.4;-10.0;3;4.525483399593904;DEU;neg;2017-04-30
3020;4.0;-15.376706;166.959158;4.0;4.0;1;0.0;VUT;pos;2017-04-30
2366;2.8;41.153332;20.168331;2.8;2.8;2;0.0;ALB;pos;2017-04-30
3032;-10.0;52.132633;5.291266;-10.0;-10.0;1;0.0;NLD;neg;2017-04-30
3033;2.8;10.691803;-61.222503;2.8;2.8;1;0.0;TTO;pos;2017-04-30
3034;-2.0;35.907757;127.766922;-2.0;-2.0;1;0.0;KOR;neg;2017-04-30
3036;5.0;9.30769;2.315834;5.0;5.0;1;0.0;BEN;pos;2017-04-30
3050;1.9;12.879721;121.774017;1.9;1.9;1;0.0;PHL;pos;2017-04-30
1765;2.7999999999999994;5.152149;46.199616;2.8;2.8;3;0.0;SOM;pos;2017-04-30
3040;4.0;20.593684;78.96288;4.0;4.0;1;0.0;IND;pos;2017-04-30
2302;-10.0;25.354826;51.183884;-10.0;-10.0;2;0.0;QAT;neg;2017-04-30
1778;-5.0;31.046051;34.851612;-2.0;-6.5;3;2.1213203435596424;ISR;neg;2017-04-30
1800;8.0;49.815273;6.129583;8.0;8.0;3;0.0;LUX;pos;2017-04-30
1735;5.0;31.952162;35.233154;5.0;5.0;3;0.0;PSE;pos;2017-04-30
1205;2.4;35.907757;127.766922;4.0;0.0;5;1.9595917942265424;KOR;pos;2017-04-30
1056;-2.0;34.802075;38.996815;-2.0;-2.0;6;0.0;SYR;neg;2017-04-30
96;3.7202702702702704;37.09024;-95.712891;10.0;0.0;74;2.6872059099796686;USA;pos;2017-04-30
2251;-4.0;9.081999;8.675277;-4.0;-4.0;2;0.0;NGA;neg;2017-04-30
1766;3.8000000000000003;9.081999;8.675277;7.0;1.0;3;2.4657656011875906;NGA;pos;2017-04-30
1760;3.0;7.946527;-1.023194;3.0;3.0;3;0.0;GHA;pos;2017-04-30
1777;1.8999999999999997;-16.578193;179.414413;2.8;1.0;3;0.7348469228349533;FJI;pos;2017-04-30
1603;0.6333333333333333;33.854721;35.862285;1.9;0.0;3;0.8956685895029601;LBN;pos;2017-04-30
2953;-2.0;-26.2652;28.1406;-2.0;-2.0;1;0.0;AFR;neg;2017-04-30
660;3.34;40.463667;-3.74922;8.0;0.0;10;2.7496181553081147;ESP;pos;2017-04-30
2429;6.0;31.046051;34.851612;6.0;6.0;2;0.0;ISR;pos;2017-04-30
665;3.0;23.885942;45.079162;7.0;0.0;10;2.792848008753788;SAU;pos;2017-04-30
2968;1.9;39.399872;-8.224454;1.9;1.9;1;0.0;PRT;pos;2017-04-30
421;4.576470588235294;32.427908;53.688046;8.0;1.9;17;2.1934473033707373;IRN;pos;2017-04-30
2897;-10.0;33.854721;35.862285;-10.0;-10.0;1;0.0;LBN;neg;2017-04-30
494;3.764285714285714;41.87194;12.56738;8.0;1.9;14;2.30391193496662;ITA;pos;2017-04-30
880;0.8142857142857142;14.058324;108.277199;1.9;0.0;7;0.9402561526802475;VNM;pos;2017-04-30
797;1.725;40.339852;127.510093;4.0;0.0;8;1.542522285090235;PRK;pos;2017-04-30
921;-5.857142857142857;55.378051;-3.435973;-2.0;-10.0;7;2.531435020952764;GBR;neg;2017-04-30
443;2.18125;53.41291;-8.24389;4.0;1.0;16;0.8315788823076258;IRL;pos;2017-04-30
709;2.6666666666666665;61.52401;105.318756;6.0;0.0;9;2.494438257849294;RUS;pos;2017-04-30
912;4.4;50.503887;4.469936;8.0;0.0;7;3.372154885444702;BEL;pos;2017-04-30
445;3.8125;56.130366;-106.346771;7.0;2.8;16;1.2678106128282727;CAN;pos;2017-04-30
1463;2.95;30.585164;36.238414;4.0;1.9;4;1.05;JOR;pos;2017-04-30
730;6.066666666666666;52.132633;5.291266;8.0;2.8;9;2.3228335186912465;NLD;pos;2017-04-30
732;-5.6;44.327111111111115;-5.097101111111111;-0.4;-10.0;9;3.007767721528155;EUR;neg;2017-04-30
1402;5.25;46.818188;8.227512;7.0;0.0;4;3.031088913245535;CHE;pos;2017-04-30
733;3.0;16.7635;107.59666666666666;3.0;3.0;9;0.0;SEA;pos;2017-04-30
479;1.9857142857142858;-25.274398;133.775136;6.0;0.0;14;2.268056796610936;AUS;pos;2017-04-30
2821;2.8;25.03428;-77.39628;2.8;2.8;1;0.0;BHS;pos;2017-04-30
317;3.7318181818181815;55.378051;-3.435973;8.0;1.0;22;2.2895784375049493;GBR;pos;2017-04-30
643;5.15;35.86166;104.195397;8.0;1.9;10;2.4096680269281907;CHN;pos;2017-04-30
2134;0.0;51.919438;19.145136;0.0;0.0;2;0.0;POL;pos;2017-04-30
2157;-6.5;31.952162;35.233154;-6.5;-6.5;2;0.0;PSE;neg;2017-04-30
804;2.325;50.1343125;5.04326375;4.0;0.0;8;1.636879653487085;EUR;pos;2017-04-30
2102;7.4;7.873054;80.771797;7.4;7.4;2;0.0;LKA;pos;2017-04-30
801;0.7;23.634501;-102.552784;2.8;0.0;8;1.212435565298214;MEX;pos;2017-04-30
800;-6.075;37.09024;-95.712891;-2.0;-10.0;8;2.5257424650981344;USA;neg;2017-04-30
2808;-9.0;47.516231;14.550072;-9.0;-9.0;1;0.0;AUT;neg;2017-04-30
1436;-10.0;41.87194;12.56738;-10.0;-10.0;4;0.0;ITA;neg;2017-04-30
798;3.8499999999999996;36.204824;138.252924;7.0;2.8;8;1.8186533479473213;JPN;pos;2017-04-30
638;-4.4;50.503887;4.469936;-2.0;-5.0;10;1.2;BEL;neg;2017-04-30
3000;-9.5;60.128161;18.643501;-9.5;-9.5;1;0.0;SWE;neg;2017-04-30
594;5.636363636363637;51.165691;10.451526;8.0;0.0;11;2.4962782214083603;DEU;pos;2017-04-30
1429;-5.0;14.058324;108.277199;-5.0;-5.0;4;0.0;VNM;neg;2017-04-30
642;-2.7399999999999998;61.52401;105.318756;-0.4;-5.0;10;1.5519020587653074;RUS;neg;2017-04-30
799;3.2375;10.574637500000001;19.359986625;4.0;1.9;8;0.6854514935427598;AFR;pos;2017-04-30
2094;1.9;48.7315;0.02104000000000017;1.9;1.9;2;0.0;WST;pos;2017-04-30
1787;-9.5;38.963745;35.243322;-9.5;-9.5;3;0.0;TUR;neg;2017-05-01
2336;1.45;47.516231;14.550072;1.9;1.0;2;0.44999999999999996;AUT;pos;2017-05-01
738;3.5;44.016521;21.005859;3.5;3.5;9;0.0;SRB;pos;2017-05-01
452;4.886666666666667;35.86166;104.195397;8.0;1.0;15;2.6323289223718898;CHN;pos;2017-05-01
2338;-5.0;31.046051;34.851612;-5.0;-5.0;2;0.0;ISR;neg;2017-05-01
2876;-2.0;40.339852;127.510093;-2.0;-2.0;1;0.0;PRK;neg;2017-05-01
1597;1.0;34.802075;38.996815;3.0;0.0;3;1.4142135623730951;SYR;pos;2017-05-01
2335;-10.0;39.074208;21.824312;-10.0;-10.0;2;0.0;GRC;neg;2017-05-01
1451;-9.875;52.132633;5.291266;-9.5;-10.0;4;0.21650635094610954;NLD;neg;2017-05-01
1796;-7.833333333333333;56.130366;-106.346771;-4.0;-10.0;3;2.7182510717166815;CAN;neg;2017-05-01
2899;-4.4;-20.348404;57.552152;-4.4;-4.4;1;0.0;MUS;neg;2017-05-01
2192;1.9;33.93911;67.709953;1.9;1.9;2;0.0;AFG;pos;2017-05-01
2312;2.8;-0.228021;15.827659;2.8;2.8;2;0.0;COG;pos;2017-05-01
3090;10.0;-20.348404;57.552152;10.0;10.0;1;0.0;MUS;pos;2017-05-01
1724;-10.0;21.00789;-10.940835;-10.0;-10.0;3;0.0;MRT;neg;2017-05-01
2681;-4.4;20.593684;78.96288;-4.4;-4.4;1;0.0;IND;neg;2017-05-01
387;3.805263157894737;56.130366;-106.346771;7.4;0.0;19;2.3805071737829597;CAN;pos;2017-05-01
444;3.95625;61.52401;105.318756;8.0;0.0;16;2.9169694783284927;RUS;pos;2017-05-01
981;-1.9666666666666668;47.72538333333333;-8.397401666666667;-0.4;-5.0;6;1.5336956093769787;EUR;neg;2017-05-01
3107;3.0;15.870032;100.992541;3.0;3.0;1;0.0;THA;pos;2017-05-01
1160;3.18;51.919438;19.145136;5.0;1.0;5;1.4864723340849635;POL;pos;2017-05-01
2811;-2.0;-0.023559;37.906193;-2.0;-2.0;1;0.0;KEN;neg;2017-05-01
1228;-9.0;17.607789;8.081666;-5.0;-10.0;5;2.0;NER;neg;2017-05-01
2270;2.8;21.521757;-77.781167;2.8;2.8;2;0.0;CUB;pos;2017-05-01
1238;3.04;61.92411;25.748151;3.4;2.8;5;0.29393876913398126;FIN;pos;2017-05-01
570;2.716666666666667;-25.274398;133.775136;4.0;0.0;12;1.4076181616080723;AUS;pos;2017-05-01
610;2.3000000000000003;28.033886;1.659626;3.0;1.0;11;0.7579877667518483;DZA;pos;2017-05-01
649;-5.3;34.802075;38.996815;-2.0;-10.0;10;3.318132004607412;SYR;neg;2017-05-01
2795;3.4;20.593684;78.96288;3.4;3.4;1;0.0;IND;pos;2017-05-01
1770;5.966666666666666;46.818188;8.227512;8.0;1.9;3;2.875567576825293;CHE;pos;2017-05-01
2259;5.0;-0.023559;37.906193;5.0;5.0;2;0.0;KEN;pos;2017-05-01
600;4.781818181818182;32.427908;53.688046;8.0;1.9;11;2.078818800017401;IRN;pos;2017-05-01
599;-5.118181818181818;55.378051;-3.435973;-2.0;-10.0;11;2.9126115060412654;GBR;neg;2017-05-01
2790;2.8;40.339852;127.510093;2.8;2.8;1;0.0;PRK;pos;2017-05-01
1775;-9.5;31.791702;-7.09262;-9.5;-9.5;3;0.0;MAR;neg;2017-05-01
1247;2.12;31.046051;34.851612;3.0;1.0;5;0.9173875952943772;ISR;pos;2017-05-01
2824;-6.5;40.463667;-3.74922;-6.5;-6.5;1;0.0;ESP;neg;2017-05-01
2827;4.0;-15.376706;166.959158;4.0;4.0;1;0.0;VUT;pos;2017-05-01
658;-4.1;61.52401;105.318756;-2.0;-9.5;10;2.437211521390788;RUS;neg;2017-05-01
2198;-8.0;6.42375;-66.58973;-6.5;-9.5;2;1.5;VEN;neg;2017-05-01
72;-5.574468085106383;46.227638;2.213749;-0.1;-10.0;94;2.983462794971883;FRA;neg;2017-05-01
3104;4.0;35.907757;127.766922;4.0;4.0;1;0.0;KOR;pos;2017-05-01
1840;1.8999999999999997;52.132633;5.291266;1.9;1.9;3;0.0;NLD;pos;2017-05-01
2342;2.0;31.952162;35.233154;3.0;1.0;2;1.0;PSE;pos;2017-05-01
1843;2.466666666666667;23.634501;-102.552784;7.4;0.0;3;3.4883934538536345;MEX;pos;2017-05-01
54;3.4065040650406506;37.09024;-95.712891;10.0;0.0;123;2.793597204217954;USA;pos;2017-05-01
3110;0.0;14.6042;120.98200000000001;0.0;0.0;1;0.0;SEA;pos;2017-05-01
1476;4.3;31.791702;-7.09262;7.0;3.4;4;1.5588457268119895;MAR;pos;2017-05-01
47;2.2563909774436093;46.227638;2.213749;9.0;0.0;133;1.7790913192763909;FRA;pos;2017-05-01
1480;2.175;39.074208;21.824312;3.4;0.0;4;1.3970952007647868;GRC;pos;2017-05-01
672;-4.68;51.165691;10.451526;-0.4;-10.0;10;3.7854458125827133;DEU;neg;2017-05-01
668;-6.8;17.570692;-3.996166;-2.0;-10.0;10;3.919183588453085;MLI;neg;2017-05-01
2117;2.8;-1.940278;29.873888;2.8;2.8;2;0.0;RWA;pos;2017-05-01
2222;4.0;30.585164;36.238414;4.0;4.0;2;0.0;JOR;pos;2017-05-01
3098;2.8;30.375321;69.345116;2.8;2.8;1;0.0;PAK;pos;2017-05-01
2344;6.0;41.608635;21.745275;6.0;6.0;2;0.0;MKD;pos;2017-05-01
592;-5.090909090909091;50.503887;4.469936;-2.0;-10.0;11;2.6441890131361796;BEL;neg;2017-05-01
1826;0.6333333333333333;14.058324;108.277199;1.9;0.0;3;0.8956685895029601;VNM;pos;2017-05-01
2168;-4.4;-40.900557;174.885971;-4.4;-4.4;2;0.0;NZL;neg;2017-05-01
2428;3.0;18.971187;-72.285215;3.0;3.0;2;0.0;HTI;pos;2017-05-01
